Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
slc35a1,735,879,630,561,718
slc35a2,801,878,1062,815,692
slc35a3a,1083,723,705,704,779
slc35a3b,558,614,388,735,763
slc35a4,577,686,514,512,350
slc35a5,1203,959,945,1009,937
slc35b1,1367,1548,1139,1423,1265
slc35b2,4007,4017,3422,3227,4268
slc35b3,567,488,557,336,299
slc35b4,1120,1201,1009,973,1081
slc35c1,608,604,550,540,569
slc35c2,1226,1177,1273,965,1229
slc35d1a,688,691,575,685,730
slc35e1,2513,2475,2779,2152,2816
slc35e3,495,767,317,571,702
slc35e4,952,989,728,935,876
slc35f1,32,75,3,20,140
slc35f3b,31,58,21,45,44
slc35f4,2,0,0,0,0
slc35f6,59,30,64,28,32
slc35g1,51,139,63,74,70
slc35g2a,0,24,2,0,0
slc35g2b,0,2,4,0,5
slc36a1,176,223,151,264,296
slc37a2,136,194,51,145,104
slc37a3,715,832,399,333,700
slc37a4a,455,465,445,444,501
slc38a10,198,272,194,191,182
slc38a11,32,21,58,32,24
slc38a2,127,167,118,46,130
slc38a4,52,35,44,16,67
slc38a6,929,601,1022,743,888
slc38a7,1122,843,909,1787,1098
slc38a8a,0,0,0,0,0
slc38a8b,10560,12313,7641,9703,12420
slc38a9,2029,2765,1823,1969,2116
slc39a10,1303,1838,1037,1737,1519
slc39a1,1280,1206,1304,1147,1380
slc39a13,3656,2624,2626,2881,3244
slc39a14,801,813,839,871,735
slc39a6,668,829,759,971,851
slc39a7,7479,9386,6385,8887,8666
slc39a8,32,79,55,44,22
slc39a9,1899,2292,1621,2330,1745
slc3a1,2,0,0,2,10
slc3a2a,4469,5914,2650,3528,5188
slc40a1,619,504,458,439,512
slc41a1,3013,6813,3042,4159,4260
slc41a2a,34,31,28,23,27
slc41a2b,2435,2196,1451,1381,2728
slc43a1a,76,40,50,52,100
slc43a2b,18,10,39,76,25
slc43a3a,0,2,0,0,2
slc43a3b,48,26,16,46,8
slc44a1b,130,128,184,101,114
slc44a4,4,12,8,16,18
slc44a5a,10,15,10,14,11
slc45a1,4,2,2,0,0
slc45a2,105,12,14,18,63
slc45a3,1070,1166,1471,1289,1099
slc45a4b,259,606,314,328,417
slc46a1,812,570,584,586,488
slc46a3,363,196,140,230,78
slc48a1a,2037,2013,1823,1498,1610
slc49a3,481,868,413,528,451
slc49a4,1264,1218,1028,681,869
slc4a11,932,1831,749,1524,2127
slc4a1a,14,8,10,10,10
slc4a1ap,325,503,255,334,362
slc4a1b,22,38,29,29,70
slc4a2b,1140,1224,1096,1265,1047
slc4a3,2,4,2,0,0
slc4a4a,14,22,36,11,31
slc4a5a,0,0,2,2,0
slc4a5b,53,83,31,67,87
slc4a8,527,430,565,439,618
slc50a1,452,459,465,358,522
slc51a,1910,1245,1027,1278,902
slc52a2,433,766,275,290,504
slc52a3,325,250,318,828,179
slc5a10,3,1,2,1,3
slc5a11,0,12,2,2,0
slc5a1,2,8,8,6,6
slc5a3b,689,385,498,277,471
slc5a5,1875,3101,1028,3000,2772
slc5a6a,274,251,82,78,159
slc5a8l,4,13,18,17,14
slc5a9,7,48,8,46,22
slc66a1,2304,1761,2084,2298,2405
slc66a3,51,36,14,27,20
slc6a11a,88,141,68,0,32
slc6a11b,0,2,0,0,0
slc6a13,23,26,23,6,26
slc6a15,138,59,121,17,54
slc6a16a,1756,2112,1354,1121,1740
slc6a17,0,8,0,0,0
slc6a18,272,166,246,95,312
slc6a19b,5,0,2,2,0
slc6a1a,0,0,0,0,2
slc6a1b,132,0,0,0,2
slc6a2,54,87,24,43,61
slc6a3,6,12,5,10,24
slc6a4a,76,31,48,42,113
slc6a4b,0,2,0,0,0
slc6a5,1030,678,349,303,1045
slc6a7,1112,963,747,1078,1229
slc6a8,139,157,59,144,93
slc6a9,28,26,17,5,39
slc7a10a,0,4,0,0,4
slc7a10b,144,67,42,60,86
slc7a14a,7,21,4,7,22
slc7a1a,21,16,23,4,38
slc7a2,18,2,3,0,0
slc7a3a,70,87,85,37,36
slc7a4,151,120,215,222,89
slc7a5,71,220,90,13,91
slc7a6,1777,1322,1043,1219,2112
slc7a6os,1321,1681,883,918,1266
slc7a7,149,32,50,56,80
slc7a8a,67,76,98,64,27
slc7a9,9,15,23,5,57
slc8a1b,84,325,54,287,261
slc8a2a,261,197,108,46,171
slc8a2b,1489,1739,1798,2108,2350
slc8a3,43,74,45,30,144
slc8a4a,12,4,8,12,4
slc8b1,73,42,73,36,40
slc9a1a,1378,1577,1669,1556,1132
slc9a2,2000,2332,1210,1721,2094
slc9a5,155,386,267,402,334
slc9a6a,780,594,522,431,860
slc9a7,127,158,71,150,124
slc9a8,1223,1450,1152,1104,1256
slco1c1,4,37,6,35,35
slco2a1,498,743,581,565,1017
slco2b1,424,312,225,170,498
slco3a1a,815,1210,689,793,878
slco4a1,9,3,19,4,4
slf1,95,98,58,120,53
slf2,1638,1789,1188,1624,2147
slirp,711,816,1006,1247,976
slit1a,172,209,164,65,142
slit1b,391,400,432,672,706
slit2,1295,227,864,580,591
slit3,697,548,460,553,481
slitrk2,0,0,0,0,4
slitrk3a,0,6,0,0,2
slitrk4,2,2,0,0,0
slitrk5b,6,2,4,0,0
slitrk6,3,2,9,0,4
slka,202,345,189,130,183
slmapa,2212,2486,1919,1729,2458
slmapb,1718,2346,1525,2776,2300
sltm,2099,2764,1637,1073,1987
slu7,3193,3960,2971,2375,2994
slx1b,219,282,274,353,228
slx4,435,449,452,371,575
slx4ip,425,384,283,233,421
slx9,785,1513,1580,1426,1002
smad10a,447,263,368,142,237
smad1,1882,1727,1366,1673,1887
smad2,607,970,845,1298,893
smad3a,253,365,166,507,271
smad3b,829,309,674,365,863
smad4a,1854,1606,1827,1693,1453
smad5,7577,5858,5636,6332,4763
smad6b,111,97,125,60,104
smad7,15,31,20,8,14
smad9,86,68,45,87,149
smap2,24,18,24,21,17
smarca2,1681,1210,1125,1111,944
smarca4a,1566,2988,1226,1335,1918
smarca5,2412,3388,1774,2333,2364
smarcad1a,1350,1670,1322,1604,1171
smarcal1,1574,2191,1531,1670,2267
smarcb1a,716,1151,487,874,923
smarcc1a,1478,1805,866,1170,1353
smarcc1b,898,1286,659,880,1249
smarcc2,561,613,320,604,560
smarcd1,3986,3883,3111,2994,4046
smarcd2,154,123,128,60,136
smarcd3b,1043,355,541,268,301
smarce1,3620,3650,2476,2686,3301
smc1a,2309,2832,1388,1572,2619
smc1b,364,252,409,824,614
smc2,502,908,472,483,606
smc3,995,1363,735,837,1105
smc4,766,740,617,570,1401
smc5,440,327,456,347,362
smco4,45,42,34,50,61
smcr8a,1202,955,788,684,1093
smcr8b,30,9,12,4,13
smdt1b,831,1130,1159,1295,875
smek1,2708,3001,2068,2165,2916
smfn,368,475,299,506,215
smg1,2226,1837,1087,1394,1881
smg5,2334,1976,2044,1998,2139
smg6,696,599,473,322,533
smg7,2204,2991,1357,2357,2995
smg8,459,910,433,643,558
smg9,1322,1763,935,1202,1400
smim1,0,0,503,0,0
smim12,334,468,958,392,443
smim13,973,1141,987,777,1285
smim14,680,847,1367,1131,603
smim15,1756,1556,6,1299,1438
smim19,1491,1120,1497,1156,1250
smim20,1835,1537,1495,2917,2242
smim22,29,23,26,32,13
smim29,4308,4535,4727,4882,4565
smim7,1655,1636,1568,1601,1273
smim8,155,133,161,931,144
smn1,5487,4969,5025,4936,5954
smndc1,1551,1887,1867,2219,1879
smo,78,83,125,33,51
smoc1,681,500,463,496,295
smoc2,25,53,26,10,42
smox,523,912,516,470,745
smpd1,1092,1421,1116,864,1246
smpd3,5,18,3,2,0
smpd4,1503,2163,1054,1687,2274
smpd5,396,538,300,348,508
smpdl3a,528,1099,828,867,578
smpdl3b,0,4,2,21,4
smpx,4,6,5,0,2
sms,3025,3265,2427,2599,1694
smtla,0,0,0,0,0
smtna,84,41,134,45,54
smtnb,5692,4492,4073,4029,5810
smtnl1,0,0,0,2,0
smtnl,41,31,5,9,28
smu1a,1624,2182,1092,1503,1813
smug1,177,127,30,90,225
smurf1,3324,4394,2602,3061,3717
smurf2,1200,919,1184,1198,1030
smx5,6331,5428,7077,5199,6122
smyd1b,13,0,20,4,4
smyd2a,5434,4638,4175,3827,4902
smyd3,1074,838,604,760,774
smyd4,227,538,380,455,223
smyd5,1524,1466,941,1697,1917
snai1a,539,335,323,441,362
snai2,182,203,143,75,85
snap25a,8,7,2,65,28
snap29,5383,4335,4468,4322,4822
snap47,454,291,222,277,228
snap91a,32,10,44,10,70
snapc1b,329,244,161,230,282
snapc2,1796,1432,1715,1371,1434
snapc3,2225,2030,1907,1670,2785
snapc4,582,757,459,352,515
snapc5,1243,1261,1318,1446,812
snapin,1154,1003,1317,589,697
sncaip,1455,1445,977,1312,1130
sncb,26,18,54,4,10
sncgb,2058,4536,3439,3360,3729
snd1,2367,2725,2032,2604,3033
sned1,4,2,2,1,8
snf8,1179,1269,1204,1208,1590
snip1,903,1343,839,1145,780
snorc,39,35,44,80,91
snphb,740,1234,783,896,647
snrka,695,987,475,827,733
snrkb,1603,1587,1085,1199,1546
snrnp200,1744,1632,1517,1778,1798
snrnp25,1771,1364,1452,914,1102
snrnp27,3538,2916,3522,2442,2459
snrnp35,928,928,550,575,676
snrnp40,2618,3810,2754,3241,3592
snrnp48,1866,1961,1624,1762,2120
snrnp70,3048,5277,1903,2439,2642
snrpa1,2924,3535,2004,2854,3935
snrpa,2976,2561,2539,1977,3459
snrpb2,3548,4993,4022,3881,7479
snrpb,6851,6958,6097,8365,6748
snrpc,1934,1853,1604,1936,1921
snrpd1,5292,6546,4294,5770,6772
snrpd2,5804,5889,7667,3939,4774
snrpd3l,4678,5261,4526,4326,6186
snrpe,6474,5946,7461,7046,6001
snrpf,2776,2961,1773,2102,2967
snrpg,2275,2007,2440,2414,1948
snta1,1805,1136,945,1161,930
sntb1,53,101,30,25,59
sntb2,118,352,124,131,144
sntg1,209,236,141,160,482
sntg2,7,11,2,2,19
snupn,1198,1422,826,835,999
snw1,1572,3048,1713,1835,1833
snx10b,21,0,6,10,13
snx11,2173,3723,2228,2900,3427
snx12,7210,7562,5763,6314,8326
snx13,560,832,770,699,888
snx15,1100,856,769,660,988
snx16,2617,2156,1633,1656,1735
snx17,1934,2321,2340,2414,2661
snx18a,310,352,138,178,264
snx19a,88,68,47,31,84
snx19b,402,723,320,347,380
snx1a,3326,3502,3265,3183,3477
snx22,1253,1004,1924,1933,923
snx2,2910,2389,999,811,2986
snx24,1735,1293,2019,1086,1243
snx25,2774,3186,2466,2655,2952
snx27a,2540,2529,1611,1442,2915
snx27b,265,365,346,600,442
snx29,1619,1387,1039,1819,1668
snx30,697,499,494,606,613
snx3,3085,1175,1907,2393,1283
snx33,1397,4052,1432,851,3438
snx4,550,862,670,379,567
snx5,4883,4453,4972,3969,3886
snx6,2556,2206,2288,1993,2708
snx7,1454,1435,1517,1541,1194
snx8a,1271,876,1238,890,892
snx9b,930,701,640,608,774
soat1,9055,9063,5567,7110,9150
soat2,284,213,0,219,96
sobpa,68,127,66,111,84
socs1a,14,13,10,20,8
socs3b,231,227,297,297,170
socs4,10,10,4,0,2
socs5b,1329,1357,1426,1235,1188
socs7,8,2,2,2,3
socs9,1237,1477,1103,1402,1248
sod1,8268,9252,7922,10829,9098
sod2,10859,9674,8704,9388,12182
soga1,789,1340,213,483,699
soga3a,59,34,42,38,71
sona,2231,2119,2194,1807,2003
sorbs2a,1759,1164,1305,2029,2617
sorbs3,2307,1735,1398,1407,1447
sorcs2,49,91,34,28,57
sorcs3b,4043,2904,1996,3889,2546
sord,1761,2006,1565,1522,1748
sorl1,143,146,271,196,112
sort1b,3864,3500,3458,2697,3501
sos2,616,631,337,519,663
sost,10,4,8,2,4
sostdc1a,0,2,0,0,0
sostdc1b,26,6,10,13,20
soul2,4,2,0,0,0
soul3,84,77,57,84,65
soul4,261,410,277,330,346
soul5l,6,6,0,2,0
sowahab,2,2,0,0,2
sowahca,2821,2755,2392,2517,2239
sowahd,107,197,146,85,113
sox11a,101,131,95,49,196
sox14,10,2,8,8,1
sox17,31,20,40,25,28
sox18,344,289,171,191,152
sox1a,28,44,10,22,16
sox1b,9,10,8,2,11
sox2,169,135,138,0,170
sox21b,2,4,4,68,0
sox3,104,164,99,38,170
sox4a,159,116,185,135,269
sox4b,1470,1443,1606,1003,982
sox5,0,3,8,4,5
sox6,78,53,52,49,80
sox7,27,20,47,16,30
sp1,609,824,371,544,531
sp2,1305,1134,929,1030,1221
sp3a,782,1065,818,777,811
sp4,247,152,129,51,149
sp5a,669,675,564,390,872
sp5l,18,3,3,6,14
sp6,156,309,164,292,174
sp7,0,49,4,65,403
sp8a,41,51,5,7,52
sp8b,0,0,0,0,0
sp9,2,0,0,2,4
spa17,45,42,13,46,19
spaca4l,22427,14547,18169,18529,21266
spaca6,522,366,601,838,618
spag17,80,114,87,70,70
spag5,2744,2493,1869,2020,2301
spag6,2053,2005,1822,1499,2019
spag7,2050,1918,1688,1449,1830
spag8,2,2,4,2,4
spag9a,438,681,318,381,762
spag9b,2071,1818,1807,1737,1762
sparc,166,150,176,69,171
sparcl1,26792,24442,3590,15120,19429
sparta,1673,2837,1417,1975,3018
spartb,2107,2249,1966,1803,1882
spast,929,1040,849,753,802
spata1,103,106,568,823,103
spata13,1196,1346,106,116,1279
spata17,172,312,4,4,195
spata18,7,10,93,95,25
spata20,670,448,207,350,616
spata2,1665,1836,1187,1253,1352
spata2l,2399,2274,2071,3834,2084
spata4,111,48,64,76,81
spata5,408,486,200,300,287
spata5l1,800,498,627,994,946
spata6,31,19,104,31,12
spata7,223,322,196,201,296
spats2,2384,2873,2326,2270,3153
spaw,2,4,6,0,6
spc24,4673,1404,3131,1509,2541
spc25,2918,2396,3246,1985,1675
spcs1,4414,3639,5782,4700,3968
spcs2,2747,3973,2649,3296,3530
spcs3,1417,1151,2051,921,841
spdl1,924,850,986,936,702
spdya,67,32,16,80,234
specc1,4,35,6,10,13
specc1la,1113,1131,970,785,752
spef1,0,0,2,6,0
spef2,534,378,239,471,244
spegb,20,19,18,24,22
spen,373,463,523,463,519
spg11,799,806,864,623,730
spg21,1948,1708,2263,1845,1473
spg7,185,217,113,144,126
sphk2,1058,1237,654,840,1098
sphkap,104,70,40,23,23
spi1a,39,0,8,16,8
spi1b,123,14,22,36,10
spi2,0,0,0,0,0
spic,0,0,0,0,0
spice1,2039,4212,1324,2354,3218
spidr,314,693,294,411,455
spinb,2754,2322,2675,2093,2422
spink4,0,0,3,2,2
spint1a,3929,5231,2501,2940,4400
spint2,5361,5971,4011,3832,5342
spire1b,8,2,0,4,4
spns1,1069,1598,938,1041,1222
spns2,50,28,59,30,25
spns3,27,25,28,27,9
spo11,70,83,73,249,138
spock1,411,161,130,136,309
spock2,49,49,42,41,77
spock3,12,22,2,4,19
spon1a,2,1,2,4,0
spon1b,433,291,282,153,227
spon2a,2,2,0,10,10
spon2b,4,2,2,4,0
spopla,3281,3848,2478,2764,2528
spout1,1952,2372,1726,1746,2166
spp1,10,7,10,12,11
sppl2,1439,1265,1002,1097,1312
sppl3,1563,1731,1396,1969,1759
spred1,437,603,567,517,453
spred3,0,1,2,2,0
spring1,278,237,118,179,218
sprn,0,3,0,6,0
sprtn,69,127,41,41,79
spry1,162,219,137,210,154
spry2,23,0,20,6,3
spry4,227,186,141,146,165
spryd3,1677,1877,1219,1408,1529
spryd4,1714,1641,1625,1234,1157
spryd7b,2148,2275,1572,1505,1733
spsb1,7485,7807,8997,6809,7171
spsb3a,366,460,350,368,238
spsb3b,539,702,393,573,368
sptan1,6329,5603,5059,4331,6150
sptb,745,959,500,517,970
sptbn1,1822,2804,1046,1813,3522
sptbn4a,187,130,142,252,127
sptlc1,1342,1761,1308,1516,1426
sptlc2b,607,530,368,398,345
sptlc3,251,270,162,206,229
sptssa,305,533,417,282,468
sptssb,0,0,0,0,8
spty2d1,1270,1237,1210,905,958
spx,80,84,36,100,115
sqlea,31,9,26,10,10
sqor,2520,2814,2990,2565,2443
sqstm1,3086,3100,1354,2427,3294
sra1,2112,2864,2060,3033,2221
srbd1,393,1048,561,595,717
src,516,544,388,443,393
srcap,1434,1716,1061,1478,1363
srcin1a,10,13,7,8,14
srd5a1,444,556,486,453,496
srd5a2b,0,0,0,2,3
srd5a3,155,151,88,109,158
srebf1,1096,1189,1274,1225,1165
srebf2,721,575,642,537,605
srek1,240,303,263,312,364
srek1ip1,4246,3904,5679,4424,3958
srfb,1345,1220,1389,1240,1420
srfbp1,855,1221,624,910,1041
srgap1a,130,56,68,22,99
srgap2,997,1936,866,1149,1765
srgap3,99,180,97,202,102
srgn,180,46,37,248,54
sri,697,1217,364,395,647
srl,185,686,175,360,940
srm,2297,1798,1222,1946,1670
srms,227,299,285,382,497
srp14,2139,2578,2125,1698,2320
srp19,6728,6999,6666,5871,9528
srp54,2104,2448,1338,1834,2527
srp68,1922,1534,1345,1639,1504
srp72,824,1840,790,1138,1010
srp9,1565,2737,2254,2134,2187
srpk1a,1422,1837,1224,1363,1404
srpk1b,1992,2048,2563,1990,1638
srpk2,726,1339,611,815,1082
srpra,1500,1874,1080,1216,1684
srprb,1342,1525,1599,1192,1358
srpx,241,241,138,211,178
srpx2,70,63,94,53,75
srr,127,234,93,94,99
srrd,181,117,81,128,125
srrm1,3069,1899,2089,1448,2468
srrm2,1930,3428,1771,2301,2006
srrm3,38,80,85,33,52
srrt,964,1811,724,756,1276
srsf1a,1901,1740,1851,1651,2307
srsf2a,1482,1619,986,1251,1672
srsf3a,563,1338,425,570,356
srsf3b,1785,2760,1979,2356,1729
srsf4,2649,4812,2598,2813,3728
srsf5a,1549,1942,1580,1883,1724
srsf5b,1243,1290,1249,1080,1288
srsf7a,2738,2874,1989,2138,3307
srsf9,663,980,694,464,615
ss18,3208,3866,2590,2475,2218
ss18l2,1645,1883,2028,2004,3087
ssb,8195,9803,9765,7814,9729
ssbp1,3263,3098,3030,2298,2630
ssbp4,356,480,257,265,490
ssh1a,547,556,512,491,572
ssh1b,121,61,38,62,42
ssh2a,1150,1375,1074,990,1126
sspn,0,0,14,0,3
sspo,23,15,12,5,24
ssr1,2578,3912,1769,2974,2573
ssr2,1097,1330,547,1631,868
ssr3,3792,3518,3267,4778,3538
ssr4,1350,1330,1018,943,1393
ssrp1a,1156,1381,675,893,1059
sst1.2,25,90,156,161,44
sst5,152,102,294,314,21
sst7,0,0,0,0,0
sstr1b,0,0,0,0,0
sstr2a,0,0,0,0,0
ssu72,3575,5153,2475,3274,3867
ssuh2rs1,347,442,395,294,435
ssx2ipa,4365,7521,7712,2817,3742
st13,2358,4898,2759,4284,2874
st14,936,1860,577,1056,1192
st14a,1463,2436,1290,1564,1966
st18,0,2,0,2,2
st3gal2,109,99,89,124,150
st3gal3b,95,162,102,118,97
st3gal4,19,35,21,12,27
st3gal5,969,1184,1216,759,899
st3gal7,0,0,4,4,2
st3gal8,918,471,943,1600,1028
st6gal1,191,178,129,164,179
st6gal2a,909,980,954,721,784
st6galnac3,34,26,18,9,52
st6galnac4,35,62,83,46,102
st6galnac5a,26,53,35,95,101
st6galnac6,59,21,52,28,37
st6galnac,84,30,74,16,87
st7l,1010,969,1513,1310,997
st8sia1,8,15,4,2,28
st8sia2,72,30,16,43,57
st8sia3,0,14,2,4,6
st8sia5,4,0,0,0,0
stab1,39,73,58,49,66
stac3,0,0,24,0,23
stac,40,72,0,32,2
stag1a,650,877,413,601,891
stag2b,1361,991,1069,951,1257
stam2,799,1244,749,712,820
stambpb,669,1136,635,764,1397
stap2a,344,134,259,135,162
star,400,153,219,30,234
stard10,5332,4322,4763,4625,4490
stard13a,28,710,306,890,11
stard13b,596,517,773,495,303
stard14,98,62,52,42,198
stard15,536,964,1039,473,415
stard3,1180,897,1159,807,952
stard3nl,1195,1546,710,1255,1506
stard5,677,933,655,963,832
stard7,2122,2015,1705,2097,2389
stard9,448,236,257,318,383
stat1a,1455,1436,1054,793,1391
stat2,676,439,630,336,440
stat3,551,478,779,566,597
stat4,439,455,151,424,579
stat5a,1009,1219,943,976,1376
stat6,403,589,597,578,456
stau1,2630,2677,1696,3167,2637
stau2,469,571,407,546,521
stbd1,6240,8112,4236,5626,6426
stc1,2,4,4,6,12
stc2a,374,434,448,573,351
steep1,2123,2623,1779,1561,1923
stil,1414,1534,806,1255,1519
stim1a,730,1368,559,870,972
stim2b,359,835,313,547,572
stimate,885,1499,810,843,900
stip1,2666,3996,4004,4590,4185
stk10,1996,1335,1476,1146,857
stk11,613,1171,602,801,764
stk11ip,421,1129,372,533,844
stk16,687,680,513,325,409
stk17a,12,0,0,2,7
stk17al,1660,1637,1956,1293,1026
stk17b,1057,1058,719,1074,1179
stk19,781,988,676,925,964
stk24a,785,1390,1571,1555,1235
stk25b,1036,1462,699,1084,1571
stk3,1277,931,707,851,661
stk32a,754,13,16,8,18
stk33,20,546,33,554,508
stk36,104,60,709,152,78
stk38a,2629,2229,2320,1657,2696
stk39,1475,1454,1598,1111,1519
stk40,24,61,6,67,11
stmn1a,149,374,239,396,243
stmn1b,18689,14939,12289,12929,14981
stmn2a,10,3,9,4,9
stmn2b,793,443,343,722,915
stmn4,24,36,21,35,45
stmp1,297,283,268,349,208
stn1,1785,1669,1430,1172,1379
stom,1280,775,1026,1027,1288
stoml1,370,239,135,130,259
stoml2,1427,1358,1268,1141,1484
stoml3b,84,9,11,15,14
stox1,726,1221,309,471,959
stox2a,1238,913,1808,1350,1148
stpg2,319,100,121,147,315
stra6,31,64,40,16,67
stra6l,1493,1087,1242,1318,952
strada,445,966,487,578,781
stradb,537,441,330,363,346
strap,1782,3737,1439,1221,3025
strbp,2898,3250,2253,3160,3907
strc1,12,19,12,17,31
strip1,808,929,569,789,758
strip2,361,422,486,318,479
strn,1768,2035,1324,1613,1803
strn3,987,1056,941,927,1159
strn4,1794,1265,1479,1187,1356
stt3a,1787,2015,1421,1477,1581
stt3b,1123,2415,1380,2102,2599
stub1,2133,2736,2708,2556,2124
stum,34,20,46,53,54
stx11a,18,21,2,2,14
stx11b.1,84,27,68,53,114
stx12,1553,2268,1180,1041,1419
stx16,1937,1998,1951,1656,2103
stx17,141,341,76,62,90
stx18,763,1114,828,639,866
stx19,9,12,12,4,10
stx1a,184,455,460,389,418
stx2b,28,22,26,12,20
stx3b,4407,4060,4024,4065,3314
stx4,1901,2616,1943,1869,2251
stx5a,2399,2249,2222,2534,2319
stx6,362,289,334,222,383
stx8,1721,2279,1431,1693,1611
stxbp1b,16,18,12,8,21
stxbp2,3261,3731,2416,2612,3112
stxbp3,2049,2087,1978,1737,2173
stxbp5a,761,612,601,258,1138
stxbp5b,1138,1085,752,822,1442
stxbp5l,220,119,92,8,287
stxbp6,1937,3185,2836,3353,2071
stxbp6l,2,2,0,0,0
styk1b,186,167,144,374,327
styx,3284,4346,3553,2885,3531
sub1b,5059,3941,5345,3658,3571
sucla2,469,946,630,909,624
suclg1,2383,2605,1949,1752,2243
suclg2,890,981,550,681,718
suco,1060,1153,1170,731,918
suds3,3835,4688,4613,4685,4240
sufu,3600,2689,3324,3755,3245
sugct,562,300,317,247,390
sugp1,1184,1160,731,861,1095
sugt1,2294,2548,2846,2233,2493
sulf1,145,181,82,151,80
sulf2a,617,389,567,294,489
sult2st3,716,837,1057,789,607
sult4a1,13,17,10,3,6
sumf1,353,527,378,328,548
sumo1,1520,1081,2297,2282,1224
sumo2a,7686,6886,6210,4247,6821
sumo3a,4649,5352,4170,4643,5937
sun1b,1934,1530,1532,1162,1553
suox,6157,3907,4772,5353,3700
supt16h,2299,5670,2083,3321,3171
supt20,395,692,281,530,453
supt3h,1245,1316,1069,1184,1554
supt4h1,4037,2909,2127,2796,2649
supt5h,1501,2826,1091,1535,2065
supt6h,1409,2990,1141,1538,2147
supt7l,2228,2313,1800,1367,2098
supv3l1,2347,2289,1599,1837,2252
surf2,2901,3402,4537,4080,3606
surf6,1466,1676,853,1534,2634
susd1,3,0,0,0,5
susd2,16,4,6,6,2
susd5,0,0,0,0,0
susd6,237,385,100,241,290
suv39h1a,369,429,246,278,210
suz12b,1848,2336,1944,2096,1899
sv2,490,575,245,287,391
sv2a,1787,2107,1537,2741,1629
sv2ba,0,4,6,0,4
sv2ca,402,785,374,174,176
svbp,225,230,306,245,192
svep1,148,238,192,110,218
svila,2116,1957,1281,1399,1334
svilc,13,30,12,6,30
svild,225,213,322,178,220
svip,1672,1835,1565,1332,1573
svopa,23,23,6,10,18
svopb,624,916,388,726,747
swap70b,1013,1831,928,1388,1230
swi5,660,820,894,346,419
swsap1,237,175,214,256,231
swt1,272,332,196,203,263
syap1,2277,2884,1915,1981,2466
sybl1,10090,9506,8138,8177,9985
sybu,9430,9307,13016,9138,8054
syce2,1400,1319,1038,1684,1245
sycp1,390,530,306,416,401
sycp2l,699,1996,931,1987,1527
sycp3,2992,3319,3184,3246,3336
syde2,101,78,58,36,83
syf2,3839,3287,4067,3246,3578
syk,67,28,16,32,20
sympk,3399,3647,2164,3079,3935
syn1,0,0,0,0,0
syn2a,0,1,0,0,0
syn2b,24,5,0,10,16
sync,16,18,8,14,12
syndig1l,0,0,0,0,0
syne1a,169,200,204,153,210
syne1b,185,183,106,215,174
syne3,4146,3189,2388,3136,4151
syngap1a,164,136,92,112,214
syngap1b,78,91,23,24,83
syngr2a,2460,2762,1739,2884,2638
syngr2b,1254,1646,1201,758,1532
syngr3a,47,23,11,16,55
synj1,450,536,596,554,564
synj2bp,3024,3003,4191,2741,2727
synm,1232,1920,1440,1924,1688
synpo2b,66,31,47,30,63
synpo2la,0,0,0,0,0
synpra,2453,2491,2224,2515,2082
synprb,1246,597,1194,816,1867
synrg,153,155,82,121,215
sypl1,64,34,11,18,17
sypl2b,1868,1622,1779,1685,2236
sys1,1988,2130,2039,2087,2561
syt10,0,1,0,0,0
syt11a,28,26,128,4,31
syt12,66,63,46,50,118
syt14a,40,60,14,37,26
syt15,2,5,5,0,0
syt16,1191,974,1003,882,1053
syt19,15,14,0,7,11
syt1a,34,149,17,50,72
syt3,22,131,67,58,124
syt4,109,253,112,317,264
syt5a,22,44,5,53,38
syt5b,1,0,2,0,0
syt6a,207,198,243,817,230
syt7a,99,264,150,119,211
syt7b,14,9,4,14,22
syt9a,9,0,3,0,7
syt9b,627,0,2,1,4
sytl1,24,5,15,16,16
sytl2b,6825,8624,6164,8427,6788
sytl3,20,18,16,10,11
sytl4,10555,9338,7738,6118,7218
sytl5,40,44,37,37,36
syvn1,3200,3006,2777,4572,3302
szl,2,17,0,4,2
szt2,303,301,368,407,310
tab1,536,758,760,519,557
tab2,301,311,289,297,236
tab3,2098,2348,1452,2092,1941
tac1,1852,1504,2890,2571,567
tac3a,0,0,4,0,2
tacc1,5159,4592,6048,5222,3768
tacc2,1700,1979,1520,1080,1142
tacc3,2644,2435,2428,1666,2215
tacr1a,2,141,10,2,124
tacr2,0,0,0,0,0
tacr3a,0,2,0,0,0
tada1,825,1300,772,1146,1101
tada2a,728,895,612,608,785
tada2b,245,234,233,290,151
tada3l,636,799,484,482,848
taf10,4004,4437,3262,3268,4259
taf11,1808,2533,2431,2549,1786
taf12,861,993,613,911,1038
taf13,2642,2000,2142,1968,1838
taf15,5482,9031,3166,4949,7685
taf1,757,739,545,557,591
taf1a,312,431,479,303,372
taf1b,612,812,581,623,723
taf1c,3363,3849,2810,2621,3207
taf2,367,555,461,362,347
taf3,629,1029,512,773,874
taf5,983,1137,734,871,800
taf5l,810,974,568,896,901
taf6,880,1269,831,852,963
taf6l,318,515,299,344,330
taf7,665,761,582,599,898
taf8,370,486,328,426,456
taf9,2308,1967,1682,3167,2548
tafa3a,14,21,20,16,34
tafa4b,2,2,0,0,0
tafa5a,0,0,0,2,0
tafa5l,6,15,18,39,9
